Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	stat	enr
6381	ENSG00000142408	protein_coding	CACNG8	19	ENSP00000270458	13597	224
6382	ENSG00000106305	protein_coding	AIMP2	7	ENSP00000223029	13596	224
6383	ENSG00000089356	protein_coding	FXYD3	19	ENSP00000473929	13595	224
6384	ENSG00000075856	protein_coding	SART3	12	ENSP00000228284	13594	224
6385	ENSG00000153044	protein_coding	CENPH	5	ENSP00000283006	13593	224
6386	ENSG00000163481	protein_coding	RNF25	2	ENSP00000295704	13592	224
6387	ENSG00000148803	protein_coding	FUOM	10	ENSP00000278025	13591	224
6388	ENSG00000148832	protein_coding	PAOX	10	ENSP00000278060	13590	224
6389	ENSG00000173960	protein_coding	UBXN2A	2	ENSP00000312107	13589	224
6390	ENSG00000178078	protein_coding	STAP2	19	ENSP00000468927	13588	224
6391	ENSG00000198841	protein_coding	KTI12	1	ENSP00000360676	13587	224
6392	ENSG00000129696	protein_coding	TTI2	8	ENSP00000478396	13586	224
6393	ENSG00000130741	protein_coding	EIF2S3	X	ENSP00000253039	13585	224
6394	ENSG00000159082	protein_coding	SYNJ1	21	ENSP00000409667	13584	224
6395	ENSG00000120279	protein_coding	MYCT1	6	ENSP00000356214	13583	224
6396	ENSG00000151092	protein_coding	NGLY1	3	ENSP00000280700	13582	224
6397	ENSG00000077044	protein_coding	DGKD	2	ENSP00000264057	13581	224
6398	ENSG00000132938	protein_coding	MTUS2	13	ENSP00000483729	13580	224
6399	ENSG00000041802	protein_coding	LSG1	3	ENSP00000265245	13579	224
6400	ENSG00000163811	protein_coding	WDR43	2	ENSP00000384302	13578	224
6401	ENSG00000106236	protein_coding	NPTX2	7	ENSP00000265634	13577	224
6402	ENSG00000008226	protein_coding	DLEC1	3	ENSP00000308597	13576	224
6403	ENSG00000142459	protein_coding	EVI5L	19	ENSP00000445905	13575	224
6404	ENSG00000261594	protein_coding	TPBGL	11	ENSP00000474988	13574	224
6405	ENSG00000121766	protein_coding	ZCCHC17	1	ENSP00000480986	13573	224
6406	ENSG00000119725	protein_coding	ZNF410	14	ENSP00000407130	13572	224
6407	ENSG00000070785	protein_coding	EIF2B3	1	ENSP00000353575	13571	224
6408	ENSG00000197321	protein_coding	SVIL	10	ENSP00000348128	13570	224
6409	ENSG00000170786	protein_coding	SDR16C5	8	ENSP00000307607	13569	224
6410	ENSG00000130305	protein_coding	NSUN5	7	ENSP00000309126	13568	224
6411	ENSG00000100030	protein_coding	MAPK1	22	ENSP00000215832	13567	224
6412	ENSG00000206560	protein_coding	ANKRD28	3	ENSP00000382379	13566	224
6413	ENSG00000147255	protein_coding	IGSF1	X	ENSP00000359940	13565	224
6414	ENSG00000125999	protein_coding	BPIFB1	20	ENSP00000253354	13564	224
6415	ENSG00000114902	protein_coding	SPCS1	3	ENSP00000478310	13563	224
6416	ENSG00000168014	protein_coding	C2CD3	11	ENSP00000334379	13562	224
6417	ENSG00000163545	protein_coding	NUAK2	1	ENSP00000356125	13561	224
6418	ENSG00000173473	protein_coding	SMARCC1	3	ENSP00000254480	13560	224
6419	ENSG00000145040	protein_coding	UCN2	3	ENSP00000273610	13559	224
6420	ENSG00000176720	protein_coding	BOK	2	ENSP00000314132	13558	224
6421	ENSG00000224389	protein_coding	C4B	6	ENSP00000415941	13557	224
6422	ENSG00000272325	protein_coding	NUDT3	6	ENSP00000476119	13556	224
6423	ENSG00000180638	protein_coding	SLC47A2	17	ENSP00000326671	13555	224
6424	ENSG00000068305	protein_coding	MEF2A	15	ENSP00000346389	13554	224
6425	ENSG00000167646	protein_coding	DNAAF3	19	ENSP00000436975	13553	224
6426	ENSG00000173114	protein_coding	LRRN3	7	ENSP00000397312	13552	224
6427	ENSG00000136153	protein_coding	LMO7	13	ENSP00000433352	13551	224
6428	ENSG00000145868	protein_coding	FBXO38	5	ENSP00000377895	13550	224
6429	ENSG00000011478	protein_coding	QPCTL	19	ENSP00000012049	13549	224
6430	ENSG00000119139	protein_coding	TJP2	9	ENSP00000438262	13548	224
6431	ENSG00000165527	protein_coding	ARF6	14	ENSP00000298316	13547	224
6432	ENSG00000276045	protein_coding	ORAI1	12	ENSP00000480616	13546	224
6433	ENSG00000218336	protein_coding	TENM3	4	ENSP00000424226	13545	224
6434	ENSG00000130695	protein_coding	CEP85	1	ENSP00000252992	13544	224
6435	ENSG00000108599	protein_coding	AKAP10	17	ENSP00000225737	13543	224
6436	ENSG00000048544	protein_coding	MRPS10	6	ENSP00000053468	13542	224
6437	ENSG00000103549	protein_coding	RNF40	16	ENSP00000325677	13541	224
6438	ENSG00000102780	protein_coding	DGKH	13	ENSP00000337572	13540	224
6439	ENSG00000092020	protein_coding	PPP2R3C	14	ENSP00000261475	13539	224
6440	ENSG00000090372	protein_coding	STRN4	19	ENSP00000375777	13538	224
6441	ENSG00000165799	protein_coding	RNASE7	14	ENSP00000298690	13537	224
6442	ENSG00000132294	protein_coding	EFR3A	8	ENSP00000254624	13536	224
6443	ENSG00000275066	protein_coding	SYNRG	17	ENSP00000483453	13535	224
6444	ENSG00000170684	protein_coding	ZNF296	19	ENSP00000302770	13534	224
6445	ENSG00000184058	protein_coding	TBX1	22	ENSP00000331791	13533	224
6446	ENSG00000111300	protein_coding	NAA25	12	ENSP00000261745	13532	224
6447	ENSG00000112182	protein_coding	BACH2	6	ENSP00000257749	13531	224
6448	ENSG00000081148	protein_coding	IMPG2	3	ENSP00000193391	13530	224
6449	ENSG00000177301	protein_coding	KCNA2	1	ENSP00000433109	13529	224
6450	ENSG00000046647	protein_coding	GEMIN8	X	ENSP00000369895	13528	224
6451	ENSG00000154917	protein_coding	RAB6B	3	ENSP00000285208	13527	224
6452	ENSG00000108094	protein_coding	CUL2	10	ENSP00000444856	13526	224
6453	ENSG00000198668	protein_coding	CALM1	14	ENSP00000349467	13525	224
6454	ENSG00000133104	protein_coding	SPART	13	ENSP00000414147	13524	224
6455	ENSG00000184194	protein_coding	GPR173	X	ENSP00000331600	13523	224
6456	ENSG00000076108	protein_coding	BAZ2A	12	ENSP00000446880	13522	224
6457	ENSG00000137693	protein_coding	YAP1	11	ENSP00000478927	13521	224
6458	ENSG00000161896	protein_coding	IP6K3	6	ENSP00000398861	13520	224
6459	ENSG00000156853	protein_coding	ZNF689	16	ENSP00000287461	13519	224
6460	ENSG00000140632	protein_coding	GLYR1	16	ENSP00000322716	13518	224
6461	ENSG00000151553	protein_coding	FHIP2A	10	ENSP00000358251	13517	224
6462	ENSG00000096060	protein_coding	FKBP5	6	ENSP00000444810	13516	224
6463	ENSG00000204138	protein_coding	PHACTR4	1	ENSP00000362942	13515	224
6464	ENSG00000137055	protein_coding	PLAA	9	ENSP00000380460	13514	224
6465	ENSG00000189114	protein_coding	BLOC1S3	19	ENSP00000393840	13513	224
6466	ENSG00000198546	protein_coding	ZNF511	10	ENSP00000355251	13512	224
6467	ENSG00000217442	protein_coding	SYCE3	22	ENSP00000385480	13511	224
6468	ENSG00000112079	protein_coding	STK38	6	ENSP00000229812	13510	224
6469	ENSG00000166478	protein_coding	ZNF143	11	ENSP00000379847	13509	224
6470	ENSG00000129946	protein_coding	SHC2	19	ENSP00000264554	13508	224
6471	ENSG00000103034	protein_coding	NDRG4	16	ENSP00000377823	13507	224
6472	ENSG00000186847	protein_coding	KRT14	17	ENSP00000167586	13506	224
6473	ENSG00000278540	protein_coding	ACACA	17	ENSP00000483300	13505	224
6474	ENSG00000140259	protein_coding	MFAP1	15	ENSP00000267812	13504	224
6475	ENSG00000133665	protein_coding	DYDC2	10	ENSP00000361272	13503	224
6476	ENSG00000105963	protein_coding	ADAP1	7	ENSP00000442682	13502	224
6477	ENSG00000169710	protein_coding	FASN	17	ENSP00000304592	13501	224
6478	ENSG00000172765	protein_coding	TMCC1	3	ENSP00000376930	13500	224
6479	ENSG00000151849	protein_coding	CENPJ	13	ENSP00000371308	13499	224
6480	ENSG00000106976	protein_coding	DNM1	9	ENSP00000362014	13498	224
6481	ENSG00000182489	protein_coding	XKRX	X	ENSP00000362047	13497	224
6482	ENSG00000173698	protein_coding	ADGRG2	X	ENSP00000369198	13496	224
6483	ENSG00000166788	protein_coding	SAAL1	11	ENSP00000432487	13495	224
6484	ENSG00000196535	protein_coding	MYO18A	17	ENSP00000437073	13494	224
6485	ENSG00000138246	protein_coding	DNAJC13	3	ENSP00000260818	13493	224
6486	ENSG00000166004	protein_coding	CEP295	11	ENSP00000316681	13492	224
6487	ENSG00000105854	protein_coding	PON2	7	ENSP00000222572	13491	224
6488	ENSG00000105948	protein_coding	TTC26	7	ENSP00000419279	13490	224
6489	ENSG00000099341	protein_coding	PSMD8	19	ENSP00000215071	13489	224
6490	ENSG00000185900	protein_coding	POMK	8	ENSP00000331258	13488	224
6491	ENSG00000170468	protein_coding	RIOX1	14	ENSP00000477507	13487	224
6492	ENSG00000198610	protein_coding	AKR1C4	10	ENSP00000369814	13486	224
6493	ENSG00000110931	protein_coding	CAMKK2	12	ENSP00000312741	13485	224
6494	ENSG00000198467	protein_coding	TPM2	9	ENSP00000367542	13484	224
6495	ENSG00000124334	protein_coding	IL9R	X	ENSP00000244174	13483	224
6496	ENSG00000091157	protein_coding	WDR7	18	ENSP00000254442	13482	224
6497	ENSG00000275004	protein_coding	ZNF280B	22	ENSP00000480958	13481	224
6498	ENSG00000119335	protein_coding	SET	9	ENSP00000361777	13480	224
6499	ENSG00000162738	protein_coding	VANGL2	1	ENSP00000357040	13479	224
6500	ENSG00000125965	protein_coding	GDF5	20	ENSP00000363492	13478	224
6501	ENSG00000262814	protein_coding	MRPL12	17	ENSP00000333837	13477	224
6502	ENSG00000101189	protein_coding	MRGBP	20	ENSP00000359518	13476	224
6503	ENSG00000165646	protein_coding	SLC18A2	10	ENSP00000298472	13475	224
6504	ENSG00000010310	protein_coding	GIPR	19	ENSP00000467494	13474	224
6505	ENSG00000130254	protein_coding	SAFB2	19	ENSP00000252542	13473	224
6506	ENSG00000184939	protein_coding	ZFP90	16	ENSP00000460547	13472	224
6507	ENSG00000114439	protein_coding	BBX	3	ENSP00000319974	13471	224
6508	ENSG00000073910	protein_coding	FRY	13	ENSP00000445043	13470	224
6509	ENSG00000198363	protein_coding	ASPH	8	ENSP00000368767	13469	224
6510	ENSG00000091542	protein_coding	ALKBH5	17	ENSP00000382091	13468	224
6511	ENSG00000079150	protein_coding	FKBP7	2	ENSP00000413152	13467	224
6512	ENSG00000105509	protein_coding	HAS1	19	ENSP00000222115	13466	224
6513	ENSG00000156232	protein_coding	WHAMM	15	ENSP00000286760	13465	224
6514	ENSG00000221914	protein_coding	PPP2R2A	8	ENSP00000325074	13464	224
6515	ENSG00000151503	protein_coding	NCAPD3	11	ENSP00000433681	13463	224
6516	ENSG00000186193	protein_coding	SAPCD2	9	ENSP00000386348	13462	224
6517	ENSG00000178163	protein_coding	ZNF518B	4	ENSP00000317614	13461	224
6518	ENSG00000158805	protein_coding	ZNF276	16	ENSP00000415836	13460	224
6519	ENSG00000261115	protein_coding	TMEM178B	7	ENSP00000456594	13459	224
6520	ENSG00000092068	protein_coding	SLC7A8	14	ENSP00000320378	13458	224
6521	ENSG00000172732	protein_coding	MUS81	11	ENSP00000307853	13457	224
6522	ENSG00000172661	protein_coding	WASHC2C	10	ENSP00000363482	13456	224
6523	ENSG00000215784	protein_coding	FAM72D	1	ENSP00000383682	13455	224
6524	ENSG00000184363	protein_coding	PKP3	11	ENSP00000331678	13454	224
6525	ENSG00000008324	protein_coding	SS18L2	3	ENSP00000401115	13453	224
6526	ENSG00000177294	protein_coding	FBXO39	17	ENSP00000321386	13452	224
6527	ENSG00000165169	protein_coding	DYNLT3	X	ENSP00000367841	13451	224
6528	ENSG00000183091	protein_coding	NEB	2	ENSP00000484342	13450	224
6529	ENSG00000112115	protein_coding	IL17A	6	ENSP00000344192	13449	225
6530	ENSG00000114686	protein_coding	MRPL3	3	ENSP00000264995	13448	225
6531	ENSG00000185686	protein_coding	PRAME	22	ENSP00000445675	13447	225
6532	ENSG00000113272	protein_coding	THG1L	5	ENSP00000231198	13446	225
6533	ENSG00000135002	protein_coding	RFK	9	ENSP00000365926	13445	225
6534	ENSG00000107443	protein_coding	CCNJ	10	ENSP00000435373	13444	225
6535	ENSG00000103194	protein_coding	USP10	16	ENSP00000457411	13443	225
6536	ENSG00000157423	protein_coding	HYDIN	16	ENSP00000377197	13442	225
6537	ENSG00000159251	protein_coding	ACTC1	15	ENSP00000290378	13441	225
6538	ENSG00000158691	protein_coding	ZSCAN12	6	ENSP00000354305	13440	225
6539	ENSG00000111364	protein_coding	DDX55	12	ENSP00000238146	13439	225
6540	ENSG00000173171	protein_coding	MTX1	1	ENSP00000357360	13438	225
6541	ENSG00000003249	protein_coding	DBNDD1	16	ENSP00000457625	13437	225
6542	ENSG00000096006	protein_coding	CRISP3	6	ENSP00000389026	13436	225
6543	ENSG00000180098	protein_coding	TRNAU1AP	1	ENSP00000362936	13435	225
6544	ENSG00000154040	protein_coding	CABYR	18	ENSP00000483621	13434	225
6545	ENSG00000182264	protein_coding	IZUMO1	19	ENSP00000327786	13433	225
6546	ENSG00000175315	protein_coding	CST6	11	ENSP00000311313	13432	225
6547	ENSG00000177627	protein_coding	C12orf54	12	ENSP00000316898	13431	225
6548	ENSG00000166747	protein_coding	AP1G1	16	ENSP00000377148	13430	225
6549	ENSG00000131408	protein_coding	NR1H2	19	ENSP00000253727	13429	225
6550	ENSG00000105127	protein_coding	AKAP8	19	ENSP00000269701	13428	225
6551	ENSG00000188167	protein_coding	TMPPE	3	ENSP00000343398	13427	225
6552	ENSG00000111291	protein_coding	GPRC5D	12	ENSP00000228887	13426	225
6553	ENSG00000196878	protein_coding	LAMB3	1	ENSP00000375778	13425	225
6554	ENSG00000213047	protein_coding	DENND1B	1	ENSP00000479816	13424	225
6555	ENSG00000165702	protein_coding	GFI1B	9	ENSP00000344782	13423	225
6556	ENSG00000162572	protein_coding	SCNN1D	1	ENSP00000368411	13422	225
6557	ENSG00000166188	protein_coding	ZNF319	16	ENSP00000299237	13421	225
6558	ENSG00000179361	protein_coding	ARID3B	15	ENSP00000343126	13420	225
6559	ENSG00000146250	protein_coding	PRSS35	6	ENSP00000358714	13419	225
6560	ENSG00000173402	protein_coding	DAG1	3	ENSP00000442600	13418	225
6561	ENSG00000101363	protein_coding	MANBAL	20	ENSP00000362707	13417	225
6562	ENSG00000185379	protein_coding	RAD51D	17	ENSP00000466399	13416	225
6563	ENSG00000109606	protein_coding	DHX15	4	ENSP00000336741	13415	225
6564	ENSG00000197694	protein_coding	SPTAN1	9	ENSP00000361824	13414	225
6565	ENSG00000101290	protein_coding	CDS2	20	ENSP00000419879	13413	225
6566	ENSG00000156471	protein_coding	PTDSS1	8	ENSP00000430548	13412	225
6567	ENSG00000104728	protein_coding	ARHGEF10	8	ENSP00000340297	13411	225
6568	ENSG00000205339	protein_coding	IPO7	11	ENSP00000369042	13410	225
6569	ENSG00000182393	protein_coding	IFNL1	19	ENSP00000329991	13409	225
6570	ENSG00000086696	protein_coding	HSD17B2	16	ENSP00000199936	13408	225
6571	ENSG00000136045	protein_coding	PWP1	12	ENSP00000387365	13407	225
6572	ENSG00000056277	protein_coding	ZNF280C	X	ENSP00000360017	13406	225
6573	ENSG00000139714	protein_coding	MORN3	12	ENSP00000347486	13405	225
6574	ENSG00000124191	protein_coding	TOX2	20	ENSP00000344724	13404	225
6575	ENSG00000158158	protein_coding	CNNM4	2	ENSP00000366275	13403	225
6576	ENSG00000170142	protein_coding	UBE2E1	3	ENSP00000303709	13402	225
6577	ENSG00000197632	protein_coding	SERPINB2	18	ENSP00000401645	13401	225
6578	ENSG00000074211	protein_coding	PPP2R2C	4	ENSP00000335083	13400	225
6579	ENSG00000132031	protein_coding	MATN3	2	ENSP00000383894	13399	225
6580	ENSG00000089876	protein_coding	DHX32	10	ENSP00000284690	13398	225
6581	ENSG00000158008	protein_coding	EXTL1	1	ENSP00000363398	13397	225
6582	ENSG00000120498	protein_coding	TEX11	X	ENSP00000379226	13396	225
6583	ENSG00000117222	protein_coding	RBBP5	1	ENSP00000264515	13395	225
6584	ENSG00000135587	protein_coding	SMPD2	6	ENSP00000258052	13394	225
6585	ENSG00000131097	protein_coding	HIGD1B	17	ENSP00000253410	13393	225
6586	ENSG00000189369	protein_coding	GSPT2	X	ENSP00000341247	13392	225
6587	ENSG00000157017	protein_coding	GHRL	3	ENSP00000335074	13391	225
6588	ENSG00000088247	protein_coding	KHSRP	19	ENSP00000381216	13390	225
6589	ENSG00000197635	protein_coding	DPP4	2	ENSP00000353731	13389	225
6590	ENSG00000179639	protein_coding	FCER1A	1	ENSP00000357097	13388	225
6591	ENSG00000169900	protein_coding	PYDC1	16	ENSP00000304336	13387	225
6592	ENSG00000184530	protein_coding	C6orf58	6	ENSP00000328069	13386	225
6593	ENSG00000104324	protein_coding	CPQ	8	ENSP00000220763	13385	225
6594	ENSG00000079841	protein_coding	RIMS1	6	ENSP00000428417	13384	225
6595	ENSG00000133800	protein_coding	LYVE1	11	ENSP00000256178	13383	225
6596	ENSG00000015520	protein_coding	NPC1L1	7	ENSP00000289547	13382	225
6597	ENSG00000204839	protein_coding	MROH6	8	ENSP00000381857	13381	225
6598	ENSG00000144893	protein_coding	MED12L	3	ENSP00000417235	13380	225
6599	ENSG00000065882	protein_coding	TBC1D1	4	ENSP00000261439	13379	225
6600	ENSG00000103174	protein_coding	NAGPA	16	ENSP00000310998	13378	225
6601	ENSG00000142330	protein_coding	CAPN10	2	ENSP00000375844	13377	225
6602	ENSG00000135740	protein_coding	SLC9A5	16	ENSP00000299798	13376	225
6603	ENSG00000148300	protein_coding	REXO4	9	ENSP00000361010	13375	225
6604	ENSG00000149658	protein_coding	YTHDF1	20	ENSP00000359364	13374	225
6605	ENSG00000103168	protein_coding	TAF1C	16	ENSP00000455265	13373	225
6606	ENSG00000100014	protein_coding	SPECC1L	22	ENSP00000325785	13372	225
6607	ENSG00000131759	protein_coding	RARA	17	ENSP00000254066	13371	225
6608	ENSG00000164465	protein_coding	DCBLD1	6	ENSP00000296955	13370	225
6609	ENSG00000165724	protein_coding	ZMYND19	9	ENSP00000298585	13369	225
6610	ENSG00000114331	protein_coding	ACAP2	3	ENSP00000324287	13368	225
6611	ENSG00000164078	protein_coding	MST1R	3	ENSP00000296474	13367	225
6612	ENSG00000104824	protein_coding	HNRNPL	19	ENSP00000221419	13366	225
6613	ENSG00000136918	protein_coding	WDR38	9	ENSP00000483312	13365	225
6614	ENSG00000110074	protein_coding	FOXRED1	11	ENSP00000263578	13364	225
6615	ENSG00000079337	protein_coding	RAPGEF3	12	ENSP00000395708	13363	225
6616	ENSG00000169221	protein_coding	TBC1D10B	16	ENSP00000386538	13362	225
6617	ENSG00000160753	protein_coding	RUSC1	1	ENSP00000357336	13361	225
6618	ENSG00000177669	protein_coding	MBOAT4	8	ENSP00000314196	13360	225
6619	ENSG00000203785	protein_coding	SPRR2E	1	ENSP00000357740	13359	225
6620	ENSG00000180992	protein_coding	MRPL14	6	ENSP00000361084	13358	225
6621	ENSG00000130810	protein_coding	PPAN	19	ENSP00000253107	13357	225
6622	ENSG00000185614	protein_coding	INKA1	3	ENSP00000329735	13356	225
6623	ENSG00000169116	protein_coding	PARM1	4	ENSP00000370224	13355	225
6624	ENSG00000149196	protein_coding	HIKESHI	11	ENSP00000278483	13354	225
6625	ENSG00000119707	protein_coding	RBM25	14	ENSP00000261973	13353	225
6626	ENSG00000273542	protein_coding	H4C12	6	ENSP00000479794	13352	225
6627	ENSG00000198598	protein_coding	MMP17	12	ENSP00000353767	13351	225
6628	ENSG00000135314	protein_coding	KHDC1	6	ENSP00000359411	13350	225
6629	ENSG00000162897	protein_coding	FCAMR	1	ENSP00000316491	13349	225
6630	ENSG00000138028	protein_coding	CGREF1	2	ENSP00000385452	13348	225
6631	ENSG00000160469	protein_coding	BRSK1	19	ENSP00000310649	13347	225
6632	ENSG00000258315	protein_coding	C17orf49	17	ENSP00000448598	13346	225
6633	ENSG00000169515	protein_coding	CCDC8	19	ENSP00000303158	13345	225
6634	ENSG00000106012	protein_coding	IQCE	7	ENSP00000480715	13344	225
6635	ENSG00000113643	protein_coding	RARS1	5	ENSP00000231572	13343	225
6636	ENSG00000126861	protein_coding	OMG	17	ENSP00000247271	13342	225
6637	ENSG00000180061	protein_coding	TMEM150B	19	ENSP00000320757	13341	225
6638	ENSG00000104731	protein_coding	KLHDC4	16	ENSP00000270583	13340	225
6639	ENSG00000185838	protein_coding	GNB1L	22	ENSP00000331313	13339	225
6640	ENSG00000239697	protein_coding	TNFSF12	17	ENSP00000293825	13338	225
6641	ENSG00000214022	protein_coding	REPIN1	7	ENSP00000417291	13337	225
6642	ENSG00000005483	protein_coding	KMT2E	7	ENSP00000312379	13336	225
6643	ENSG00000197705	protein_coding	KLHL14	18	ENSP00000352314	13335	225
6644	ENSG00000145191	protein_coding	EIF2B5	3	ENSP00000273783	13334	225
6645	ENSG00000109534	protein_coding	GAR1	4	ENSP00000226796	13333	225
6646	ENSG00000163792	protein_coding	TCF23	2	ENSP00000296096	13332	225
6647	ENSG00000105058	protein_coding	FAM32A	19	ENSP00000263384	13331	225
6648	ENSG00000137834	protein_coding	SMAD6	15	ENSP00000288840	13330	225
6649	ENSG00000161956	protein_coding	SENP3	17	ENSP00000314029	13329	225
6650	ENSG00000087206	protein_coding	UIMC1	5	ENSP00000366434	13328	225
6651	ENSG00000133398	protein_coding	MED10	5	ENSP00000255764	13327	225
6652	ENSG00000013573	protein_coding	DDX11	12	ENSP00000440402	13326	225
6653	ENSG00000137216	protein_coding	TMEM63B	6	ENSP00000259746	13325	225
6654	ENSG00000165502	protein_coding	RPL36AL	14	ENSP00000346012	13324	225
6655	ENSG00000111110	protein_coding	PPM1H	12	ENSP00000228705	13323	225
6656	ENSG00000189266	protein_coding	PNRC2	1	ENSP00000334840	13322	225
6657	ENSG00000163216	protein_coding	SPRR2D	1	ENSP00000357746	13321	225
6658	ENSG00000173950	protein_coding	XXYLT1	3	ENSP00000309640	13320	225
6659	ENSG00000174775	protein_coding	HRAS	11	ENSP00000407586	13319	225
6660	ENSG00000139998	protein_coding	RAB15	14	ENSP00000267512	13318	225
6661	ENSG00000176095	protein_coding	IP6K1	3	ENSP00000482032	13317	225
6662	ENSG00000175643	protein_coding	RMI2	16	ENSP00000310356	13316	225
6663	ENSG00000127463	protein_coding	EMC1	1	ENSP00000420608	13315	225
6664	ENSG00000112494	protein_coding	UNC93A	6	ENSP00000230256	13314	225
6665	ENSG00000205810	protein_coding	KLRC3	12	ENSP00000371328	13313	225
6666	ENSG00000230989	protein_coding	HSBP1	16	ENSP00000392896	13312	225
6667	ENSG00000105953	protein_coding	OGDH	7	ENSP00000222673	13311	225
